Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-05-10,o2OcwAADpN,G1mxtZtEs5,HqC91k6YiO,Back Squat,8,43.091326396385774,fake_id_402
2021-06-28,xreSXdPiqf,djuvlRHUvb,er79663G8l,Dumbbell Rear Delt Raise,16,5.669911367945497,fake_id_401
2021-07-07,gTBCP55QDD,aT4AiQyLhK,3dpCR64x3f,TRX Fallout,9,0.0,fake_id_406
2021-02-03,XouZnoCYHg,Gx6Z2fevPD,A2BUMTb5jN,Incline Dumbbell Row,12,20.41168092460379,fake_id_419
2021-05-15,1RJBJFHOBC,KVt5QRq9Hx,KGzL3CWXir,Side Laterals to Front Raise,11,2.267964547178199,fake_id_422
2021-03-10,yQqHzZ7daa,zJlvUiMLou,uYO1qWUNS6,Barbell Incline Bench Press,8,54.43114913227677,fake_id_434
2021-05-10,tYxEHQ5lVJ,9q2Cdgm0FM,jUO12UC8aQ,Machine Leg Press,6,113.39822735890993,fake_id_403
2021-10-07,hYDjSVDu7Y,JyjzR9GyUB,8xNSlLaan9,TRX Pike,9,0.0,fake_id_406
2021-10-12,QhmwMF1kph,3GvUTFN8up,BnGLetxDfH,Calf Raise,10,11.339822735890994,fake_id_395
2021-10-20,7VbxLwNyQ0,wNImc4b4MY,aQW3GCBwQF,Leg Curl,10,31.75150366049478,fake_id_441
2021-02-02,kKAuQx49rI,djuvlRHUvb,4gNbaj4tIc,Dumbbell Rear Delt Raise,8,5.669911367945497,fake_id_422
2021-10-18,kGAFuIJXky,UThEK7cf4f,G09QK9j8y0,Machine Fly,9,45.35929094356398,fake_id_418
2021-02-12,c0VqnxqSHE,qfkBJ4A5eQ,nU9EzVMEmg,Dead Bug,17,0.0,fake_id_394
2021-01-18,3ezLYYJB0m,4IMiKZHvCG,aXPUlN6565,Shotgun Row,15,9.071858188712795,fake_id_430
2021-08-14,QSwdJIjfua,BN1DjSE1Zi,pEjnKgw2Ad,Romanian Deadlift,8,106.59433371737533,fake_id_413
2021-02-08,N5Uum8gpdk,cDYgx7gYHz,tdI4BBtJUf,Tate Press,10,13.607787283069193,fake_id_393
2021-07-20,IefBhLdLlR,xPS7RzoOGm,ciqotEYgki,Bent Over Barbell Row,15,15.87575183024739,fake_id_402
2021-01-11,hJcnArEDKk,zJlvUiMLou,d7LS18ErQy,Barbell Incline Bench Press,4,52.16318458509857,fake_id_434
2021-11-04,u6nHC9rOVW,fxXbcxfkLt,NmS85WQ6zu,Exercise Ball Crunch,12,0.0,fake_id_416
2021-07-19,wAnqBLeIT7,erjFOF21dc,NsR8rpWHD3,Reverse Barbell Curl,10,20.41168092460379,fake_id_427
2021-10-21,0hmeUNw3Wj,otjt26R0oL,Xca901HrnW,Barbell Shoulder Press,8,22.67964547178199,fake_id_394
2021-01-04,opDUUUQVhA,dFycDkJyHe,d9LYwyICuB,Dumbbell Shoulder Raise,6,4.535929094356398,fake_id_417
2021-05-29,RRHPHjqoqE,y2Gg0PEzd8,DQefc0ESXl,Preacher Curl,12,34.01946820767298,fake_id_412
2021-07-12,XmOFcChNKF,so3n0BqhED,1IMTIvMakl,Smith Machine Calf Raise,12,68.03893641534596,fake_id_392
2021-09-23,FN6fUBY3tD,zJlvUiMLou,5nGR3GCjUL,Barbell Incline Bench Press,3,40.82336184920758,fake_id_401
2021-01-30,pjRB8iGvCD,GbK7ZSbRC6,JJLftA4wx2,Kettlebell Sumo High Pull,12,15.87575183024739,fake_id_402
2021-10-07,KGHs89tlfb,3GvUTFN8up,poqd5K6JtT,Calf Raise,20,18.14371637742559,fake_id_395
2021-05-23,xdmp24yKCx,dFycDkJyHe,DGMgeaOyGV,Dumbbell Shoulder Raise,7,6.8038936415345965,fake_id_448
2021-08-11,uipwDXnq0k,KVt5QRq9Hx,sgwI6CNK3b,Side Laterals to Front Raise,15,11.339822735890994,fake_id_410
2021-03-10,ejrqOQt34z,BTmBzxhAmZ,icbJDrpoP9,Dumbbell Pullover,15,18.14371637742559,fake_id_420
2021-02-09,f3TaoKglrp,243X43p1XP,ips59m51n4,Seated Leg Curl,8,34.01946820767298,fake_id_410
2021-10-14,h9v1JcRhQW,58REE5sJU1,vF8EiTArOL,Russian Twist,22,11.339822735890994,fake_id_431
2021-07-25,n08Hb8ANoZ,dFycDkJyHe,kmHDsE3j5B,Dumbbell Shoulder Raise,8,4.535929094356398,fake_id_440
2021-07-28,tkpPjWbOqA,AF7Qq7XK2r,2DIdoiTtFW,Air Squats,11,0.0,fake_id_398
2021-06-23,rKD3NHZAGR,Yw1aA3soIp,jUK84h7dve,Dumbbell Sumo Squat,10,9.071858188712795,fake_id_414
2021-06-18,Lha5D8qcNI,243X43p1XP,XscjQP2WAh,Seated Leg Curl,15,18.14371637742559,fake_id_402
2021-07-04,FloUul9eTo,4IMiKZHvCG,XQvjsxDpaF,Shotgun Row,8,15.87575183024739,fake_id_411
2021-04-22,vXjOd6mRNm,QFhUumXlvb,OirzSFVW1S,Reverse Grip Barbell Bent Over Row,15,31.75150366049478,fake_id_436
2021-11-06,4FETgdFyJV,erjFOF21dc,9OyrSSWQBM,Reverse Barbell Curl,10,13.607787283069193,fake_id_440
2021-03-12,Yi9Y1QuDNr,EAjKaB5zWy,kIx7TKuLeH,Dumbbell Kickbacks,12,6.8038936415345965,fake_id_413
2021-04-30,ii8heUndv7,N6zu9IJNBz,GzUFTilKJ3,Leg Raise,10,0.0,fake_id_417
2021-09-03,qOoN9I7cxG,vWKV6qv8Pv,Rx5JzOsix2,Clean and Jerk,6,52.16318458509857,fake_id_412
2021-11-13,INlZrgGnko,9q2Cdgm0FM,0b5ysZHzCI,Machine Leg Press,12,77.11079460405875,fake_id_440
2021-03-12,4P728kDBK2,HpJxPvuCBP,zuR0XEahMM,Dumbbell Clean,9,6.8038936415345965,fake_id_400
2021-05-24,E8szdyT8Ph,dFycDkJyHe,c45eKbin7v,Dumbbell Shoulder Raise,10,9.071858188712795,fake_id_392
2021-02-28,o0GCZ9CWD8,otjt26R0oL,eXjznldFpo,Barbell Shoulder Press,4,54.43114913227677,fake_id_419
2021-05-17,iiiv11YXtN,JZcl0pTDEj,A0VxfTb6A6,TRX Glute Bridge,12,0.0,fake_id_406
2021-09-08,xZK10q3Z0p,4IMiKZHvCG,cW5VgnRkiW,Shotgun Row,8,36.28743275485118,fake_id_425
2021-05-17,wvyqKxREZb,ewEcdHovom,L5MOFXwLId,Hanging Leg Raise,12,0.0,fake_id_410
2021-10-31,Or8JtZ1xSE,otjt26R0oL,aZckKtfoJL,Barbell Shoulder Press,10,43.091326396385774,fake_id_396
2021-01-25,DHHMB2KDLR,243X43p1XP,AfN2xgGgco,Seated Leg Curl,12,52.16318458509857,fake_id_413
2021-09-23,RIyiRqMBMy,k3yxx2a6oz,KfVwKUYr3B,Seated Machine Calf Press,15,88.45061733994974,fake_id_429
2021-08-19,SD4KU5uEXq,HggeHLeipS,jkErYnlgkf,Cable Double Bicep Curl,15,18.14371637742559,fake_id_406
2021-07-12,Ji1wtA8QxR,wNImc4b4MY,h1KuuTNvMF,Leg Curl,10,49.895220037920375,fake_id_429
2021-09-05,lf3Yy7GbN0,dFycDkJyHe,RFfxCsHPdR,Dumbbell Shoulder Raise,10,9.071858188712795,fake_id_426
2021-11-02,FvCojc3hV5,otjt26R0oL,OsGiMrUWy5,Barbell Shoulder Press,4,61.235042773811365,fake_id_412
2021-11-03,E1OSnsclEu,dOrcZrFXST,3om630l5uc,Handle Band Pec Fly,10,0.0,fake_id_412
2021-05-18,JBqpOQu488,pM3aRwuufC,nDaZjdAJ9O,Stability Ball Hyperextension,19,0.0,fake_id_406
2021-03-31,B4WeLbibZ6,BN1DjSE1Zi,QvfqdPDJDY,Romanian Deadlift,8,83.91468824559335,fake_id_401
2021-10-15,X6yQcgXi35,Yw1aA3soIp,KEoK068wlF,Dumbbell Sumo Squat,13,11.339822735890994,fake_id_396
2021-02-26,1mM0nrJUN0,BTmBzxhAmZ,U9Ebbeo5lq,Dumbbell Pullover,12,29.483539113316585,fake_id_408
2021-10-31,Or8JtZ1xSE,djuvlRHUvb,ENMD5ruqL5,Dumbbell Rear Delt Raise,8,11.339822735890994,fake_id_396
2021-01-31,sEiTHFL7ez,djuvlRHUvb,RwBwgVZPUg,Dumbbell Rear Delt Raise,12,9.071858188712795,fake_id_419
2021-05-03,0OgDPcsJ9u,BN1DjSE1Zi,Flk1SEpajN,Romanian Deadlift,8,102.05840462301894,fake_id_413
2021-01-25,5uLJGQtGHY,9VAkz3bNl4,FSY2fKB6vd,Decline Push Up,16,0.0,fake_id_396
2021-02-03,QtrlGMEkOG,dFycDkJyHe,IBXbTpktoz,Dumbbell Shoulder Raise,10,5.0,fake_id_398
2021-07-19,WdSYTGgYqY,9fptvki4pW,9bCO9pUwmj,Barbell Hip Thrust,10,43.091326396385774,fake_id_400
2021-02-27,QB0sSQBVyN,LDHzRzwxaI,DyDtyu9x93,Exercise Ball Push Up,12,0.0,fake_id_403
2021-03-18,gFBTo0y5KD,EAjKaB5zWy,CxsdTFkZmt,Dumbbell Kickbacks,15,11.339822735890994,fake_id_439
2021-10-25,Xw8OsK0Whp,k3yxx2a6oz,N5fR23TJZO,Seated Machine Calf Press,15,20.41168092460379,fake_id_413
2021-07-26,RPUTjoKzNj,omtypRFVyt,MAaGdWzLbn,Power Clean,15,20.0,fake_id_398
2021-04-11,FGEWTLQlqg,AkKyo5MAvA,kBVpheCi9e,Kettlebell Front Squat,3,31.75150366049478,fake_id_413
2021-03-09,NRBEeQkXVY,4IMiKZHvCG,MxwB52cYy4,Shotgun Row,8,31.75150366049478,fake_id_425
2021-04-10,vgVvBrECi8,N6zu9IJNBz,xxhhCXBfei,Leg Raise,10,0.0,fake_id_402
2021-02-15,HA4KgJTqUG,AkKyo5MAvA,bHn2Cp182J,Kettlebell Front Squat,2,48.080848400177814,fake_id_413
2021-09-01,sdgenb2Ii1,HpJxPvuCBP,iGjDINGPHz,Dumbbell Clean,5,9.071858188712795,fake_id_440
2021-06-24,BPGgptrIwP,7wof3tzAVY,pcPthJBmAP,Smith Machine Stiff-Legged Deadlift,6,90.71858188712795,fake_id_408
2021-06-12,YtHPedNbnR,HpJxPvuCBP,rME3rH7kNG,Dumbbell Clean,9,11.339822735890994,fake_id_412
2021-01-05,WIJEyzkapN,dFycDkJyHe,7euvx5e9Bu,Dumbbell Shoulder Raise,10,9.071858188712795,fake_id_426
2021-06-12,OirmaEH8PH,1mSqEHZVVv,jcbQ1F0awO,Machine Reverse Fly,15,31.75150366049478,fake_id_406
2021-11-01,UBmLszFlCd,BN1DjSE1Zi,kTNoOpYTMa,Romanian Deadlift,15,61.235042773811365,fake_id_420
2021-08-10,WtLBYMn9Dn,1mSqEHZVVv,84alcBOiIH,Machine Reverse Fly,15,18.14371637742559,fake_id_440
2021-05-12,cBGUxg2c3m,GbK7ZSbRC6,pgC543qhFq,Kettlebell Sumo High Pull,9,15.87575183024739,fake_id_422
2021-11-11,8u3Z1WuYYh,r4bOO0fDTv,DbUfv9mMZF,Plank,0,0.0,fake_id_402
2021-05-16,7CvPErj4oD,QFhUumXlvb,TapVoG8VAO,Reverse Grip Barbell Bent Over Row,10,15.87575183024739,fake_id_432
2021-02-26,DHX9mcwfu3,yR61QnjQAO,F9BpQfALk8,Medicine Ball Push Up,20,0.0,fake_id_420
2021-01-31,iTKlVGOKXl,WoEeZr6Uwx,IPIxVi9Dwr,Single Arm Lat Pulldown,10,20.41168092460379,fake_id_396
2021-09-07,H7exb6gmp1,G1mxtZtEs5,OsDMezqdXS,Back Squat,6,113.39822735890993,fake_id_412
2021-09-30,FHBzMWWaLR,EAjKaB5zWy,UREfaZMU2k,Dumbbell Kickbacks,8,12.473805009480094,fake_id_427
2021-11-03,kyOnGv6jut,BTmBzxhAmZ,zUnSHU0FF4,Dumbbell Pullover,9,11.339822735890994,fake_id_396
2021-09-29,n2gTZPGgql,mXEVvIJ5nf,gOvEr7DuAs,Standing Hip Adduction,10,4.535929094356398,fake_id_414
2021-10-18,syltMnNHFO,243X43p1XP,pKhizhuZ4K,Seated Leg Curl,10,40.82336184920758,fake_id_397
2021-04-10,7KCa305QqR,fxXbcxfkLt,T1xo4w7NTY,Exercise Ball Crunch,10,0.0,fake_id_412
2021-09-09,XL0a5evKTd,516XLLabVp,FRcTBQUImK,Scapular Pull Up,7,0.0,fake_id_408
2021-03-09,qyD9Nrqv9y,dFycDkJyHe,veahKtPbFF,Dumbbell Shoulder Raise,5,4.535929094356398,fake_id_423
2021-08-26,Ns2FHLz7Gl,N6zu9IJNBz,my6Np16ZnB,Leg Raise,5,0.0,fake_id_398
2021-07-07,ztYdPpmhQy,yR61QnjQAO,zi9FGeGhIN,Medicine Ball Push Up,13,0.0,fake_id_400
2021-02-21,lr0enXkEwW,AOQBAQ8rXC,yoyBXQnaFE,Pendlay Row,15,35.0,fake_id_428
2021-10-28,18CJjNOeys,UQBXLgsfXN,8ZoF9xksnJ,Dumbbell Shrug,15,20.41168092460379,fake_id_413
2021-05-21,5wji12la82,9VAkz3bNl4,BmFTrd4bVh,Decline Push Up,10,0.0,fake_id_398
2021-03-05,OGhmkfwqWW,DdtF1OFcuQ,eBGpdxf0Qi,Tricep Push Up,12,0.0,fake_id_399
2021-05-03,wx4W4SPntM,djuvlRHUvb,D2bJ43UAMm,Dumbbell Rear Delt Raise,10,5.669911367945497,fake_id_432
2021-04-19,sZ3Ch39hZP,3GvUTFN8up,0SEqjwwpLy,Calf Raise,15,27.215574566138386,fake_id_395
2021-02-09,F68N3QM7a3,HpJxPvuCBP,hCfDspyNFm,Dumbbell Clean,8,13.607787283069193,fake_id_395
2021-10-20,vMUAc3RBKl,aIzmfLklht,K1GeYk2z1d,Dumbbell Step Up,9,20.41168092460379,fake_id_408
2021-02-05,uikSkCYJxZ,aIzmfLklht,LEwJnCgDjy,Dumbbell Step Up,10,13.607787283069193,fake_id_403
2021-01-29,oB9DdsDkRt,EAjKaB5zWy,GbGTekyXy2,Dumbbell Kickbacks,11,9.071858188712795,fake_id_423
2021-09-14,OSMJWEsYU9,otjt26R0oL,RNU1yhIFAR,Barbell Shoulder Press,2,54.43114913227677,fake_id_393
2021-01-09,xb6cHOLO5G,otjt26R0oL,Cuz5ZXMyVc,Barbell Shoulder Press,12,43.091326396385774,fake_id_420
2021-08-09,EADJHjmEgb,wNarovWdLy,dI1xDH3onx,Cable Crunch,4,20.638477379321607,fake_id_403
2021-04-21,5bPqgN8dLd,Gx6Z2fevPD,CHbbBSGDhd,Incline Dumbbell Row,5,29.483539113316585,fake_id_430
2021-06-14,RSxCYTGCOY,BN1DjSE1Zi,xHcZx57fl4,Romanian Deadlift,12,52.16318458509857,fake_id_411
2021-07-13,NQF0El4yYu,UQBXLgsfXN,0Cpc93Tavc,Dumbbell Shrug,10,15.0,fake_id_398
2021-06-01,RO6Mhx8H7H,zJlvUiMLou,FFiZyCF2BI,Barbell Incline Bench Press,8,61.235042773811365,fake_id_410
2021-01-05,lf8ZaV1xkV,4IMiKZHvCG,kWuqoGZEqL,Shotgun Row,10,34.01946820767298,fake_id_408
2021-03-15,Fi1IlDlyuz,9VAkz3bNl4,JZWoL3jBrN,Decline Push Up,6,0.0,fake_id_399
2021-09-04,X5sKehjuE2,G1mxtZtEs5,delf9iXz1I,Back Squat,5,52.16318458509857,fake_id_402
2021-08-10,NknNufX64O,1mSqEHZVVv,0ALuUIOTdY,Machine Reverse Fly,12,31.75150366049478,fake_id_427
2021-05-17,urdZhTBnoX,oDI8CKhqJi,3L21bsPM1R,Single Arm Preacher Curl,10,11.339822735890994,fake_id_413
2021-04-21,SpJSy6RWaA,omtypRFVyt,AbWajpu6Pr,Power Clean,7,29.483539113316585,fake_id_402
2021-03-26,mEohiOlZEL,06kzIMnTzR,yvUK5HKeIR,Oblique Crunch,28,0.0,fake_id_431
2021-07-09,1H0SUgshQN,UQBXLgsfXN,HzE5KRUSHV,Dumbbell Shrug,10,31.75150366049478,fake_id_393
2021-03-30,voSxITsZMR,4IMiKZHvCG,1otcqrhHEg,Shotgun Row,8,36.28743275485118,fake_id_401
2021-01-23,ZQIYW6Z5jr,otjt26R0oL,uaoXsfIGAl,Barbell Shoulder Press,8,31.75150366049478,fake_id_434
2021-07-26,rq7fWQmL9b,oDI8CKhqJi,qZuvqkhUFZ,Single Arm Preacher Curl,12,5.669911367945497,fake_id_402
2021-06-03,MUYSUT4Z58,BTmBzxhAmZ,de8OYgAX7o,Dumbbell Pullover,11,11.793415645326633,fake_id_422
2021-03-23,rP5jYLPC9d,9q2Cdgm0FM,lHOA9LQX66,Machine Leg Press,8,104.32636917019714,fake_id_403
2021-01-30,FWYKSEfRMm,KVt5QRq9Hx,R5jyvFEvO6,Side Laterals to Front Raise,16,4.535929094356398,fake_id_406
2021-04-22,fAlUNuIIU3,243X43p1XP,ADKoS8fCZc,Seated Leg Curl,15,45.35929094356398,fake_id_413
2021-05-17,eT72SPWW9A,ACSgVaipTW,LcKHMzQjvo,Dumbbell Squeeze Press,10,13.607787283069193,fake_id_401
2021-08-09,Plscz1cUOn,243X43p1XP,mFxbhuYPAs,Seated Leg Curl,10,36.28743275485118,fake_id_397
2021-08-19,uNm6KfjfPU,HpJxPvuCBP,TAOov0l2dM,Dumbbell Clean,7,5.669911367945497,fake_id_402
2021-08-25,KZlAx4eLJ4,k3yxx2a6oz,pF5AJRBVbZ,Seated Machine Calf Press,10,68.03893641534596,fake_id_403
2021-01-01,AjpAsLgFky,AkKyo5MAvA,8uNvDz6BXe,Kettlebell Front Squat,10,24.040424200088907,fake_id_413
2021-10-04,BQqOChzivS,BN1DjSE1Zi,kvF3IhTaW3,Romanian Deadlift,6,74.84283005688056,fake_id_401
2021-06-08,NznjXduj9R,EAjKaB5zWy,IJ1pPdVsTo,Dumbbell Kickbacks,13,4.535929094356398,fake_id_445
2021-05-16,7CvPErj4oD,EAjKaB5zWy,BXWcjX0OM3,Dumbbell Kickbacks,10,5.669911367945497,fake_id_432
2021-05-05,PAReUEkW6r,N6zu9IJNBz,2QkX2bvC2u,Leg Raise,21,0.0,fake_id_408
2021-06-16,9pgFoD6yE4,4IMiKZHvCG,rjxYA5pI3p,Shotgun Row,5,15.87575183024739,fake_id_423
2021-06-03,MUYSUT4Z58,dFycDkJyHe,jnF9CoTes7,Dumbbell Shoulder Raise,11,5.669911367945497,fake_id_422
2021-05-27,kuwBrHHy1T,Gx6Z2fevPD,tslm11eQ1S,Incline Dumbbell Row,10,7.937875915123695,fake_id_432
2021-03-27,rFss0dytgr,EAjKaB5zWy,GPe48Gj4Sp,Dumbbell Kickbacks,11,2.267964547178199,fake_id_414
2021-09-26,6rlnuBj5KQ,3GvUTFN8up,N5CH8Cw7eD,Calf Raise,10,29.483539113316585,fake_id_395
2021-09-26,ZmLYLvzd5u,3GvUTFN8up,gc9uCqF6FC,Calf Raise,20,22.67964547178199,fake_id_392
2021-05-06,rgHtyij8Mk,otjt26R0oL,sSaKKOBcc0,Barbell Shoulder Press,3,20.41168092460379,fake_id_402
2021-11-14,4vkDD381Dr,UQBXLgsfXN,iwN7h4NkIp,Dumbbell Shrug,14,32.20509656993042,fake_id_392
2021-06-02,lxUCDEfeIk,xPS7RzoOGm,LdEiLsSK40,Bent Over Barbell Row,8,70.30690096252415,fake_id_410
2021-10-28,DpwOcKovIL,DdtF1OFcuQ,uFazbE5zpD,Tricep Push Up,8,0.0,fake_id_440
2021-07-16,fzJRxREp1h,r4bOO0fDTv,vDHjGbpI8w,Plank,0,0.0,fake_id_397
2021-06-30,d4wmueLCfs,243X43p1XP,M9ct9aSORa,Seated Leg Curl,10,49.895220037920375,fake_id_403
2021-01-04,W5aaEI8ykV,erjFOF21dc,3viaMEska0,Reverse Barbell Curl,12,22.67964547178199,fake_id_393
2021-05-26,xR0qd3k5bi,243X43p1XP,vvXoAbCc1V,Seated Leg Curl,15,49.895220037920375,fake_id_415
2021-09-28,m943Hr7SJN,fxXbcxfkLt,t9y8eaZkMO,Exercise Ball Crunch,50,0.0,fake_id_408
2021-09-26,ZmLYLvzd5u,G1mxtZtEs5,d6MDgxANx5,Back Squat,5,124.73805009480093,fake_id_392
2021-05-22,szZBIDd26D,1sQqqUqJyp,lr2T4MySTo,Frog Pump,20,5.669911367945497,fake_id_432
2021-06-04,SqylBRukRV,erjFOF21dc,s6xRTe5rqn,Reverse Barbell Curl,6,20.41168092460379,fake_id_401
2021-07-30,HqT2Cbbft2,243X43p1XP,WJyR8jI5nU,Seated Leg Curl,12,27.215574566138386,fake_id_418
2021-01-02,Jl9MZYJqPu,9fptvki4pW,Q46TO6DDFU,Barbell Hip Thrust,15,27.215574566138386,fake_id_402
2021-09-22,HKFHTumKcT,9fptvki4pW,9s8oUEarS6,Barbell Hip Thrust,3,138.3458373778701,fake_id_401
2021-02-23,oSLRzeotlH,4IMiKZHvCG,nozlU2GwlC,Shotgun Row,10,13.607787283069193,fake_id_393
2021-11-06,b3ECLk349C,k4ivWt2zuv,2yS76ChlKn,Barbell Glute Bridge,10,29.483539113316585,fake_id_395
2021-11-10,oXaZ91rDU2,3GvUTFN8up,hJBXgWvho2,Calf Raise,25,0.0,fake_id_395
2021-09-25,lPoIebz47g,qfkBJ4A5eQ,ad5FxPFFVY,Dead Bug,9,0.0,fake_id_392
2021-10-20,zVNaIcCz32,w5njIJMJHb,7MzIeYTxBl,Kettlebell Upright Row,8,13.607787283069193,fake_id_440
2021-07-08,9AOE9KIDDq,G1mxtZtEs5,PmTc4BNPS8,Back Squat,2,142.88176647222653,fake_id_430
2021-10-28,DpwOcKovIL,otjt26R0oL,h86mYoeB50,Barbell Shoulder Press,15,13.607787283069193,fake_id_440
2021-09-23,vWOk83OzZe,djuvlRHUvb,hszfnRTtmN,Dumbbell Rear Delt Raise,8,9.071858188712795,fake_id_435
2021-11-01,9b3YOisciM,BN1DjSE1Zi,Q3D6Cb0zX9,Romanian Deadlift,12,43.091326396385774,fake_id_416
2021-09-09,XL0a5evKTd,516XLLabVp,R1ciRTNsO9,Scapular Pull Up,13,0.0,fake_id_408
2021-10-18,rJdZyIi2lg,BN1DjSE1Zi,jzj27ZON0Y,Romanian Deadlift,12,61.235042773811365,fake_id_420
2021-09-11,jdW6FyVM28,QFhUumXlvb,wdc1P1u3xz,Reverse Grip Barbell Bent Over Row,15,22.67964547178199,fake_id_431
2021-07-13,rQjz9Qglht,r4bOO0fDTv,8EOe7RUizt,Plank,0,0.0,fake_id_392
2021-06-17,jFI650iNSl,Gx6Z2fevPD,2EZ1UAHwY5,Incline Dumbbell Row,20,11.339822735890994,fake_id_430
2021-02-09,hhMuY1JTRQ,UQBXLgsfXN,1wuIl0Lyiw,Dumbbell Shrug,15,36.28743275485118,fake_id_412
2021-07-19,mWP2Xy9mKO,1sQqqUqJyp,2Ts8Pi0JPC,Frog Pump,10,0.0,fake_id_398
2021-05-09,rNRiaVsClD,243X43p1XP,FV8grPngFW,Seated Leg Curl,12,40.82336184920758,fake_id_392
2021-05-14,J3qjRmjD6e,r4bOO0fDTv,WEBBSyPRek,Plank,0,0.0,fake_id_409
2021-05-11,jiTT4PfuTA,fxXbcxfkLt,9fDRWDyMcy,Exercise Ball Crunch,15,13.607787283069193,fake_id_403
2021-03-15,IyDtgIjDKl,UThEK7cf4f,R9JAdfwDvK,Machine Fly,10,58.96707822663317,fake_id_410
2021-04-20,vY4KTpqHJQ,xPS7RzoOGm,oCf5aGeGvv,Bent Over Barbell Row,15,24.947610018960187,fake_id_417
2021-03-31,7jdJeviR9t,qfkBJ4A5eQ,S5GXtZEE2P,Dead Bug,14,0.0,fake_id_434
2021-08-27,ykK6lspKrT,ewEcdHovom,qDlaQoSwwX,Hanging Leg Raise,21,0.0,fake_id_431
2021-02-17,adioDBYA4v,AkKyo5MAvA,QsncO0SS1w,Kettlebell Front Squat,6,24.040424200088907,fake_id_413
2021-08-30,G8QmnvQpN5,AF7Qq7XK2r,6GsL4KwGUE,Air Squats,10,0.0,fake_id_427
2021-09-08,KinjWjgk2w,gALxFFZcI4,7yi931Hljn,Dumbbell Decline Bench Press,12,22.67964547178199,fake_id_427
2021-05-19,xihL0w1jAM,omtypRFVyt,MdETOlqOu0,Power Clean,10,31.75150366049478,fake_id_434
2021-01-28,XhKA8cncCl,otjt26R0oL,3EA6TAu6R4,Barbell Shoulder Press,12,27.215574566138386,fake_id_431
2021-03-09,1HPqTu1ECV,1mSqEHZVVv,PcKG75fNnn,Machine Reverse Fly,15,24.947610018960187,fake_id_440
2021-01-30,rJakGCro0s,erjFOF21dc,eRjT755SIN,Reverse Barbell Curl,10,12.700601464197913,fake_id_394
2021-05-22,yRFnQauYMY,r4bOO0fDTv,XHKe73ppsk,Plank,0,0.0,fake_id_408
2021-09-24,RukZNrBqmG,9q2Cdgm0FM,HnPVi4GbmC,Machine Leg Press,10,117.93415645326634,fake_id_418
2021-07-22,VZhTiGBqe5,4IMiKZHvCG,vo3PkFxSr0,Shotgun Row,8,29.483539113316585,fake_id_431
2021-01-27,HGdiPYE7J6,AF7Qq7XK2r,wxB621nbk8,Air Squats,14,0.0,fake_id_396
2021-06-24,HmB7lr1i0o,y2Gg0PEzd8,r1BMDE6HyG,Preacher Curl,9,11.339822735890994,fake_id_402
2021-01-26,MRtlQ6ivhf,qfkBJ4A5eQ,IZNMWmSda3,Dead Bug,21,0.0,fake_id_393
2021-05-11,zZdpp8Kn01,UQBXLgsfXN,SiVbYvnPzG,Dumbbell Shrug,15,13.607787283069193,fake_id_395
2021-08-14,qPoME049V0,AF7Qq7XK2r,lrPJoRxyGV,Air Squats,25,0.0,fake_id_395
2021-08-12,HDEyFrf0gj,N6zu9IJNBz,wKCiLp3lpv,Leg Raise,8,0.0,fake_id_398
2021-09-20,NLE8U3Z6ga,k3yxx2a6oz,fX5NUtQyhK,Seated Machine Calf Press,15,86.18265279277155,fake_id_429
2021-06-21,6Sv6sgefAN,58REE5sJU1,Z4a7KDCGzS,Russian Twist,15,11.339822735890994,fake_id_433
2021-02-06,MEGadPjheB,djuvlRHUvb,TSb90OEiw2,Dumbbell Rear Delt Raise,12,6.8038936415345965,fake_id_431
2021-03-15,CrFPXMbxV0,fxXbcxfkLt,kJw88GwEKY,Exercise Ball Crunch,24,0.0,fake_id_406
2021-06-23,crdPUTMj7C,1sQqqUqJyp,9KxjFCNs1F,Frog Pump,9,0.0,fake_id_394
2021-02-08,ihdvcUruok,58REE5sJU1,0iW4wQ35FR,Russian Twist,10,4.535929094356398,fake_id_417
2021-03-26,ZADXNVK8SU,pGKwaDfr6n,EBrngMTzHc,Glute Ham Raise Situp,10,0.0,fake_id_433
2021-08-20,NvLCTNpxDe,9q2Cdgm0FM,Jx0mmkgYcC,Machine Leg Press,12,49.895220037920375,fake_id_406
2021-03-09,NRBEeQkXVY,xPS7RzoOGm,HaG6XKo96k,Bent Over Barbell Row,10,56.69911367945497,fake_id_425
2021-06-09,GXhhIWHcY2,3GvUTFN8up,cir9QefY5n,Calf Raise,30,20.41168092460379,fake_id_448
2021-08-24,wqGcaSoQxW,erjFOF21dc,VSi4axT8Ct,Reverse Barbell Curl,6,20.0,fake_id_398
2021-11-01,iKDFxCI3W1,s5tzCNPRXw,O1Fg1QK4GI,Lunge Jump,14,0.0,fake_id_406
2021-02-25,B6wDNizE4F,wNarovWdLy,yhiLqBBUWZ,Cable Crunch,12,18.14371637742559,fake_id_414
2021-06-14,l6QLL1JzZv,EAjKaB5zWy,KqItInlu2b,Dumbbell Kickbacks,14,5.443114913227677,fake_id_399
2021-09-06,hUMbPoFdML,3GvUTFN8up,3Yr85WCEJH,Calf Raise,8,22.67964547178199,fake_id_406
